Product_code,Product_Category,Date ,Product_Demand,Rate
Product_2038,Category_011,06-01-2012,20,9
Product_2038,Category_011,11-01-2012,1,9
Product_2038,Category_011,17-01-2012,2,9
Product_2038,Category_011,17-01-2012,2,9
Product_2038,Category_011,20-01-2012,1,9
Product_2038,Category_011,24-01-2012,2,9
Product_2038,Category_011,26-01-2012,1,9
Product_2038,Category_011,27-01-2012,1,9
Product_2038,Category_011,30-01-2012,1,9
Product_2038,Category_011,02-02-2012,1,9
Product_2038,Category_011,02-02-2012,1,9
Product_2038,Category_011,02-02-2012,3,9
Product_2038,Category_011,03-02-2012,1,9
Product_2038,Category_011,03-02-2012,1,9
Product_2038,Category_011,06-02-2012,2,9
Product_2038,Category_011,07-02-2012,1,9
Product_2038,Category_011,08-02-2012,1,9
Product_2038,Category_011,10-02-2012,1,9
Product_2038,Category_011,10-02-2012,1,9
Product_2038,Category_011,13-02-2012,1,9
Product_2038,Category_011,13-02-2012,2,9
Product_2038,Category_011,14-02-2012,3,9
Product_2038,Category_011,15-02-2012,1,9
Product_2038,Category_011,16-02-2012,1,9
Product_2038,Category_011,17-02-2012,1,9
Product_2038,Category_011,17-02-2012,1,9
Product_2038,Category_011,17-02-2012,50,9
Product_2038,Category_011,20-02-2012,1,9
Product_2038,Category_011,20-02-2012,1,9
Product_2038,Category_011,22-02-2012,2,9
Product_2038,Category_011,23-02-2012,1,9
Product_2038,Category_011,23-02-2012,1,9
Product_2038,Category_011,23-02-2012,20,9
Product_2038,Category_011,27-02-2012,1,9
Product_2038,Category_011,06-03-2012,1,9
Product_2038,Category_011,06-03-2012,1,9
Product_2038,Category_011,08-03-2012,1,9
Product_2038,Category_011,09-03-2012,2,9
Product_2038,Category_011,12-03-2012,1,9
Product_2038,Category_011,12-03-2012,2,9
Product_2038,Category_011,13-03-2012,1,9
Product_2038,Category_011,15-03-2012,1,9
Product_2038,Category_011,15-03-2012,1,9
Product_2038,Category_011,15-03-2012,2,9
Product_2038,Category_011,21-03-2012,1,9
Product_2038,Category_011,22-03-2012,3,9
Product_2038,Category_011,23-03-2012,1,9
Product_2038,Category_011,26-03-2012,1,9
Product_2038,Category_011,28-03-2012,1,9
Product_2038,Category_011,30-03-2012,2,9
Product_2038,Category_011,03-04-2012,1,9
Product_2038,Category_011,03-04-2012,1,9
Product_2038,Category_011,04-04-2012,2,9
Product_2038,Category_011,11-04-2012,1,9
Product_2038,Category_011,11-04-2012,1,9
Product_2038,Category_011,11-04-2012,1,9
Product_2038,Category_011,12-04-2012,10,9
Product_2038,Category_011,13-04-2012,2,9
Product_2038,Category_011,16-04-2012,3,9
Product_2038,Category_011,20-04-2012,1,9
Product_2038,Category_011,24-04-2012,1,9
Product_2038,Category_011,25-04-2012,1,9
Product_2038,Category_011,25-04-2012,2,9
Product_2038,Category_011,26-04-2012,20,9
Product_2038,Category_011,02-05-2012,1,9
Product_2038,Category_011,08-05-2012,1,9
Product_2038,Category_011,08-05-2012,1,9
Product_2038,Category_011,09-05-2012,1,9
Product_2038,Category_011,11-05-2012,1,9
Product_2038,Category_011,16-05-2012,1,9
Product_2038,Category_011,16-05-2012,1,9
Product_2038,Category_011,21-05-2012,1,9
Product_2038,Category_011,25-05-2012,3,9
Product_2038,Category_011,29-05-2012,1,9
Product_2038,Category_011,30-05-2012,1,9
Product_2038,Category_011,04-06-2012,1,9
Product_2038,Category_011,04-06-2012,1,9
Product_2038,Category_011,05-06-2012,2,9
Product_2038,Category_011,08-06-2012,1,9
Product_2038,Category_011,11-06-2012,1,9
Product_2038,Category_011,15-06-2012,1,9
Product_2038,Category_011,18-06-2012,1,9
Product_2038,Category_011,19-06-2012,1,9
Product_2038,Category_011,02-07-2012,1,9
Product_2038,Category_011,02-07-2012,1,9
Product_2038,Category_011,03-07-2012,20,9
Product_2038,Category_011,05-07-2012,3,9
Product_2038,Category_011,09-07-2012,1,9
Product_2038,Category_011,19-07-2012,1,9
Product_2038,Category_011,20-07-2012,1,9
Product_2038,Category_011,23-07-2012,1,9
Product_2038,Category_011,24-07-2012,1,9
Product_2038,Category_011,27-07-2012,1,9
Product_2038,Category_011,30-07-2012,1,9
Product_2038,Category_011,30-07-2012,1,9
Product_2038,Category_011,03-08-2012,1,9
Product_2038,Category_011,08-08-2012,1,9
Product_2038,Category_011,14-08-2012,5,9
Product_2038,Category_011,17-08-2012,3,9
Product_2038,Category_011,20-08-2012,1,9
Product_2038,Category_011,21-08-2012,1,9
Product_2038,Category_011,24-08-2012,2,9
Product_2038,Category_011,28-08-2012,1,9
Product_2038,Category_011,03-09-2012,1,9
Product_2038,Category_011,03-09-2012,4,9
Product_2038,Category_011,04-09-2012,1,9
Product_2038,Category_011,06-09-2012,1,9
Product_2038,Category_011,11-09-2012,1,9
Product_2038,Category_011,12-09-2012,20,9
Product_2038,Category_011,13-09-2012,1,9
Product_2038,Category_011,13-09-2012,2,9
Product_2038,Category_011,14-09-2012,1,9
Product_2038,Category_011,14-09-2012,1,9
Product_2038,Category_011,19-09-2012,1,9
Product_2038,Category_011,02-10-2012,2,9
Product_2038,Category_011,03-10-2012,1,9
Product_2038,Category_011,04-10-2012,1,9
Product_2038,Category_011,05-10-2012,1,9
Product_2038,Category_011,05-10-2012,5,9
Product_2038,Category_011,09-10-2012,1,9
Product_2038,Category_011,09-10-2012,2,9
Product_2038,Category_011,15-10-2012,1,9
Product_2038,Category_011,18-10-2012,3,9
Product_2038,Category_011,22-10-2012,1,9
Product_2038,Category_011,26-10-2012,1,9
Product_2038,Category_011,26-10-2012,1,9
Product_2038,Category_011,01-11-2012,1,9
Product_2038,Category_011,01-11-2012,1,9
Product_2038,Category_011,01-11-2012,1,9
Product_2038,Category_011,01-11-2012,1,9
Product_2038,Category_011,05-11-2012,1,9
Product_2038,Category_011,06-11-2012,1,9
Product_2038,Category_011,06-11-2012,3,9
Product_2038,Category_011,09-11-2012,3,9
Product_2038,Category_011,12-11-2012,1,9
Product_2038,Category_011,13-11-2012,1,9
Product_2038,Category_011,13-11-2012,2,9
Product_2038,Category_011,15-11-2012,1,9
Product_2038,Category_011,16-11-2012,1,9
Product_2038,Category_011,16-11-2012,1,9
Product_2038,Category_011,16-11-2012,1,9
Product_2038,Category_011,19-11-2012,1,9
Product_2038,Category_011,22-11-2012,1,9
Product_2038,Category_011,26-11-2012,1,9
Product_2038,Category_011,26-11-2012,2,9
Product_2038,Category_011,27-11-2012,2,9
Product_2038,Category_011,29-11-2012,3,9
Product_2038,Category_011,30-11-2012,1,9
Product_2038,Category_011,03-12-2012,2,9
Product_2038,Category_011,04-12-2012,1,9
Product_2038,Category_011,04-12-2012,1,9
Product_2038,Category_011,05-12-2012,1,9
Product_2038,Category_011,07-12-2012,1,9
Product_2038,Category_011,11-12-2012,1,9
Product_2038,Category_011,11-12-2012,2,9
Product_2038,Category_011,12-12-2012,1,9
Product_2038,Category_011,14-12-2012,1,9
Product_2038,Category_011,17-12-2012,1,9
Product_2038,Category_011,17-12-2012,1,9
Product_2038,Category_011,19-12-2012,1,9
Product_2038,Category_011,20-12-2012,1,9
Product_2038,Category_011,21-12-2012,1,9
Product_2038,Category_011,21-12-2012,8,9
Product_2038,Category_011,21-12-2012,20,9
Product_2038,Category_011,07-01-2013,1,9
Product_2038,Category_011,07-01-2013,1,9
Product_2038,Category_011,08-01-2013,1,9
Product_2038,Category_011,09-01-2013,1,9
Product_2038,Category_011,11-01-2013,1,9
Product_2038,Category_011,17-01-2013,1,9
Product_2038,Category_011,17-01-2013,3,9
Product_2038,Category_011,17-01-2013,8,9
