Product_code,Product_Category,Date ,Product_Demand,Rate
Product_1770,Category_001,05-01-2012,2,8
Product_1770,Category_001,11-01-2012,1,8
Product_1770,Category_001,17-01-2012,10,8
Product_1770,Category_001,19-01-2012,1,8
Product_1770,Category_001,20-01-2012,2,8
Product_1770,Category_001,25-01-2012,3,8
Product_1770,Category_001,06-02-2012,4,8
Product_1770,Category_001,16-02-2012,3,8
Product_1770,Category_001,17-02-2012,5,8
Product_1770,Category_001,17-02-2012,1,8
Product_1770,Category_001,20-02-2012,2,8
Product_1770,Category_001,22-02-2012,1,8
Product_1770,Category_001,23-02-2012,10,8
Product_1770,Category_001,23-02-2012,2,8
Product_1770,Category_001,01-03-2012,1,8
Product_1770,Category_001,02-03-2012,1,8
Product_1770,Category_001,05-03-2012,8,8
Product_1770,Category_001,06-03-2012,1,8
Product_1770,Category_001,08-03-2012,1,8
Product_1770,Category_001,08-03-2012,1,8
Product_1770,Category_001,09-03-2012,1,8
Product_1770,Category_001,12-03-2012,1,8
Product_1770,Category_001,16-03-2012,1,8
Product_1770,Category_001,21-03-2012,10,8
Product_1770,Category_001,27-03-2012,5,8
Product_1770,Category_001,28-03-2012,1,8
Product_1770,Category_001,09-04-2012,3,8
Product_1770,Category_001,09-04-2012,1,8
Product_1770,Category_001,13-04-2012,20,8
Product_1770,Category_001,16-04-2012,1,8
Product_1770,Category_001,17-04-2012,2,8
Product_1770,Category_001,24-04-2012,3,8
Product_1770,Category_001,07-05-2012,2,8
Product_1770,Category_001,09-05-2012,10,8
Product_1770,Category_001,14-05-2012,3,8
Product_1770,Category_001,15-05-2012,20,8
Product_1770,Category_001,16-05-2012,3,8
Product_1770,Category_001,17-05-2012,2,8
Product_1770,Category_001,18-05-2012,10,8
Product_1770,Category_001,18-05-2012,1,8
Product_1770,Category_001,21-05-2012,20,8
Product_1770,Category_001,21-05-2012,1,8
Product_1770,Category_001,28-05-2012,1,8
Product_1770,Category_001,30-05-2012,1,8
Product_1770,Category_001,01-06-2012,2,8
Product_1770,Category_001,12-06-2012,40,8
Product_1770,Category_001,21-06-2012,1,8
Product_1770,Category_001,21-06-2012,1,8
Product_1770,Category_001,22-06-2012,1,8
Product_1770,Category_001,04-07-2012,2,8
Product_1770,Category_001,05-07-2012,1,8
Product_1770,Category_001,09-07-2012,2,8
Product_1770,Category_001,09-07-2012,2,8
Product_1770,Category_001,13-07-2012,9,8
Product_1770,Category_001,13-07-2012,6,8
Product_1770,Category_001,13-07-2012,1,8
Product_1770,Category_001,17-07-2012,1,8
Product_1770,Category_001,17-07-2012,1,8
Product_1770,Category_001,19-07-2012,3,8
Product_1770,Category_001,25-07-2012,1,8
Product_1770,Category_001,16-08-2012,10,8
Product_1770,Category_001,20-08-2012,1,8
Product_1770,Category_001,20-08-2012,1,8
Product_1770,Category_001,21-08-2012,2,8
Product_1770,Category_001,23-08-2012,3,8
Product_1770,Category_001,24-08-2012,1,8
Product_1770,Category_001,27-08-2012,10,8
Product_1770,Category_001,27-08-2012,3,8
Product_1770,Category_001,03-09-2012,5,8
Product_1770,Category_001,05-09-2012,1,8
Product_1770,Category_001,05-09-2012,1,8
Product_1770,Category_001,05-09-2012,1,8
Product_1770,Category_001,07-09-2012,1,8
Product_1770,Category_001,11-09-2012,1,8
Product_1770,Category_001,11-09-2012,1,8
Product_1770,Category_001,12-09-2012,1,8
Product_1770,Category_001,26-09-2012,2,8
Product_1770,Category_001,02-10-2012,10,8
Product_1770,Category_001,10-10-2012,1,8
Product_1770,Category_001,10-10-2012,1,8
Product_1770,Category_001,18-10-2012,1,8
Product_1770,Category_001,18-10-2012,1,8
Product_1770,Category_001,19-10-2012,3,8
Product_1770,Category_001,24-10-2012,1,8
Product_1770,Category_001,26-10-2012,1,8
Product_1770,Category_001,01-11-2012,10,8
Product_1770,Category_001,22-11-2012,2,8
Product_1770,Category_001,28-11-2012,1,8
Product_1770,Category_001,29-11-2012,2,8
Product_1770,Category_001,03-12-2012,1,8
Product_1770,Category_001,13-12-2012,2,8
Product_1770,Category_001,20-12-2012,2,8
Product_1770,Category_001,26-12-2012,3,8
Product_1770,Category_001,08-01-2013,2,8
Product_1770,Category_001,09-01-2013,1,8
Product_1770,Category_001,10-01-2013,1,8
Product_1770,Category_001,11-01-2013,1,8
Product_1770,Category_001,15-01-2013,30,8
Product_1770,Category_001,29-01-2013,1,8
Product_1770,Category_001,30-01-2013,2,8
Product_1770,Category_001,05-02-2013,5,8
Product_1770,Category_001,13-02-2013,3,8
Product_1770,Category_001,15-02-2013,10,8
Product_1770,Category_001,18-02-2013,5,8
Product_1770,Category_001,21-02-2013,1,8
Product_1770,Category_001,25-02-2013,1,8
Product_1770,Category_001,07-03-2013,4,8
Product_1770,Category_001,11-03-2013,2,8
Product_1770,Category_001,14-03-2013,2,8
Product_1770,Category_001,02-04-2013,1,8
Product_1770,Category_001,09-04-2013,10,8
Product_1770,Category_001,19-04-2013,1,8
Product_1770,Category_001,22-04-2013,2,8
Product_1770,Category_001,01-05-2013,5,8
Product_1770,Category_001,09-05-2013,10,8
Product_1770,Category_001,09-05-2013,5,8
Product_1770,Category_001,14-05-2013,1,8
Product_1770,Category_001,17-05-2013,2,8
Product_1770,Category_001,24-05-2013,2,8
Product_1770,Category_001,28-05-2013,1,8
Product_1770,Category_001,03-06-2013,2,8
Product_1770,Category_001,12-06-2013,1,8
Product_1770,Category_001,13-06-2013,1,8
Product_1770,Category_001,21-06-2013,10,8
Product_1770,Category_001,24-06-2013,9,8
Product_1770,Category_001,24-06-2013,1,8
Product_1770,Category_001,26-06-2013,2,8
Product_1770,Category_001,05-07-2013,5,8
Product_1770,Category_001,22-07-2013,3,8
Product_1770,Category_001,22-07-2013,1,8
Product_1770,Category_001,23-07-2013,1,8
Product_1770,Category_001,30-07-2013,10,8
Product_1770,Category_001,30-07-2013,2,8
Product_1770,Category_001,30-07-2013,2,8
Product_1770,Category_001,31-07-2013,1,8
Product_1770,Category_001,07-08-2013,1,8
Product_1770,Category_001,19-08-2013,1,8
Product_1770,Category_001,19-08-2013,1,8
Product_1770,Category_001,27-08-2013,1,8
Product_1770,Category_001,30-08-2013,4,8
Product_1770,Category_001,03-09-2013,1,8
Product_1770,Category_001,10-09-2013,1,8
Product_1770,Category_001,11-09-2013,2,8
Product_1770,Category_001,17-09-2013,10,8
Product_1770,Category_001,24-09-2013,1,8
Product_1770,Category_001,26-09-2013,2,8
Product_1770,Category_001,04-10-2013,1,8
Product_1770,Category_001,10-10-2013,3,8
Product_1770,Category_001,18-10-2013,2,8
Product_1770,Category_001,22-10-2013,3,8
Product_1770,Category_001,22-10-2013,1,8
Product_1770,Category_001,25-10-2013,6,8
Product_1770,Category_001,27-10-2013,2,8
Product_1770,Category_001,08-11-2013,3,8
Product_1770,Category_001,11-11-2013,1,8
Product_1770,Category_001,12-11-2013,2,8
Product_1770,Category_001,14-11-2013,10,8
Product_1770,Category_001,15-11-2013,3,8
Product_1770,Category_001,22-11-2013,2,8
Product_1770,Category_001,25-11-2013,2,8
Product_1770,Category_001,27-11-2013,3,8
Product_1770,Category_001,10-12-2013,1,8
Product_1770,Category_001,18-12-2013,10,8
Product_1770,Category_001,06-01-2014,2,8
Product_1770,Category_001,06-01-2014,1,8
Product_1770,Category_001,06-01-2014,1,8
Product_1770,Category_001,07-01-2014,2,8
Product_1770,Category_001,08-01-2014,1,8
Product_1770,Category_001,10-01-2014,2,8
Product_1770,Category_001,17-01-2014,10,8
Product_1770,Category_001,17-01-2014,6,8
Product_1770,Category_001,24-01-2014,3,8
Product_1770,Category_001,30-01-2014,1,8
Product_1770,Category_001,31-01-2014,1,8
Product_1770,Category_001,03-02-2014,2,8
Product_1770,Category_001,04-02-2014,1,8
Product_1770,Category_001,05-02-2014,10,8
Product_1770,Category_001,05-02-2014,2,8
Product_1770,Category_001,12-02-2014,30,8
Product_1770,Category_001,14-02-2014,9,8
Product_1770,Category_001,19-02-2014,10,8
Product_1770,Category_001,20-02-2014,3,8
Product_1770,Category_001,21-02-2014,2,8
Product_1770,Category_001,24-02-2014,1,8
Product_1770,Category_001,26-02-2014,10,8
Product_1770,Category_001,26-02-2014,4,8
Product_1770,Category_001,27-02-2014,1,8
Product_1770,Category_001,04-03-2014,2,8
Product_1770,Category_001,11-03-2014,2,8
Product_1770,Category_001,11-03-2014,1,8
